,company,model,year,fuel,doors,transmisions,motor,bodywork
0,Volkswagen,Amarok CD,2022,Diésel,4,Automática,3.0,Pick-Up
2,Renault,Kangoo,2023,Diésel,3,Manual,1.5,Furgón
3,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
4,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
5,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
6,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
7,Renault,Kangoo,2023,Nafta,3,Manual,1.6,Furgón
8,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
9,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
10,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
11,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
12,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
13,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
14,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
15,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
16,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
17,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
18,Jeep,Compass,2023,Nafta,5,Automática,1.3,SUV
19,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
20,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
21,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
22,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
23,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
24,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
25,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
26,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
27,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
28,Volkswagen,Amarok,2023,Diésel,4,Automática,2.0,Pick-Up
29,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
30,Renault,Duster,2023,Nafta,5,Manual,1.6,SUV
31,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
32,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
33,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
34,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
35,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
36,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
37,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
38,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
39,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
40,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
41,Renault,ALASKAN,2023,Diésel,4,Automática,2.3,Pick-Up
42,Renault,ALASKAN,2023,Diésel,4,Automática,2.3,Pick-Up
43,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
44,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
45,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
46,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
47,Volkswagen,Polo,2023,Nafta,5,Manual,1.6,Hatchback
48,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
49,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
50,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
51,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
52,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
53,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
54,Chevrolet,Onix plus,2023,Nafta,4,Manual,1.2,Sedán
55,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
56,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
57,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
58,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
59,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
60,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
61,Chevrolet,Cruze,2023,Nafta,4,Automática,1.4,Sedán
62,Chevrolet,Cruze 5,2023,Nafta,5,Automática,1.4,Hatchback
63,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
64,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
65,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
66,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
67,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
68,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
69,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
70,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
71,Fiat,Pulse,2023,Nafta,5,Manual,1.3,SUV
72,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
73,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
74,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
75,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
76,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
77,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
78,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
79,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
80,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
81,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
82,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
83,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
84,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
85,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
86,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
87,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
88,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
89,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
90,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
91,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
92,Kia,Rio,2023,Nafta,5,Automática,1.6,Hatchback
93,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
94,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
95,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
96,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
97,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
98,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
99,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
100,Chevrolet,Onix,2023,Nafta,5,Manual,1.4,Hatchback
101,Chevrolet,Onix,2023,Nafta,5,Manual,1.0,Hatchback
102,Chevrolet,Onix,2023,Nafta,5,Automática,1.0,Hatchback
103,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
104,Chevrolet,Onix plus,2023,Nafta,4,Manual,1.0,Sedán
105,Chevrolet,Onix plus,2023,Nafta,4,Manual,1.2,Sedán
106,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
107,Chevrolet,Trailblazer,2023,Diésel,5,Automática,2.8,SUV
108,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
109,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
110,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
111,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
112,Chevrolet,S10,2023,Diésel,4,Manual,2.8,Pick-Up
113,Chevrolet,S10,2023,Diésel,4,Automática,2.8,Pick-Up
114,Chevrolet,S10,2023,Diésel,4,Automática,2.8,Pick-Up
115,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
116,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
117,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
118,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
119,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
120,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
121,Chevrolet,Onix,2023,Nafta,5,Manual,1.4,Hatchback
122,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
123,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
124,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
125,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
126,Chevrolet,Onix,2023,Nafta,5,Manual,1.0,Hatchback
127,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
128,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
129,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
130,Chevrolet,Cruze,2023,Nafta,4,Automática,1.4,Sedán
131,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
132,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
133,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
134,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
135,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
136,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
137,Volkswagen,T-Cross,2023,Nafta,5,Manual,1.0,SUV
138,Nissan,Sentra,2022,Nafta,4,Manual,2.0,Sedán
139,Renault,Duster Oroch,2022,Nafta,5,Manual,1.3,Pick-Up
140,Ford,Territory,2022,Nafta,5,Automática,1.5,SUV
141,Nissan,Kicks,2022,Nafta,5,Automática,1.6,SUV
142,Ford,Territory,2022,Nafta,5,Automática,1.5,SUV
143,Citroën,C3,2023,Nafta,5,Manual,1.2,Hatchback
144,Jeep,Renegade,2022,Diésel,5,Automática,2.4,SUV
145,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
146,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
147,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
148,Citroën,C3,2023,Nafta,5,Manual,1.2,Hatchback
149,Citroën,C3,2023,Nafta,5,Manual,1.2,Hatchback
151,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
154,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
155,Volkswagen,Nivus,2022,Nafta,5,Automática,1.0,SUV
156,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
157,Nissan,Sentra,2022,Nafta,4,Automática,2.0,Sedán
158,Ford,Ranger,2022,Diésel,4,Automática,3.2,Pick-Up
159,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
160,Nissan,Versa,2022,Nafta,4,Manual,1.6,Sedán
161,Nissan,Versa,2022,Nafta,4,Automática,1.6,Sedán
162,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
163,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
164,Toyota,Hilux,2022,Diésel,4,Manual,2.4,Pick-Up
165,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
166,Ford,Territory,2022,Nafta,5,Automática,1.5,SUV
167,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
168,Ford,Bronco,2022,Nafta,5,Automática,1.5,SUV
169,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
170,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
171,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
173,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
174,Toyota,Corolla,2022,Nafta,4,Automática,1.8,Sedán
175,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
178,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
179,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
180,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
181,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
182,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
183,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
184,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
185,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
186,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
187,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
188,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
189,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
190,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
191,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
192,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
193,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
194,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
195,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
196,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
197,Volkswagen,T-Cross,2023,Nafta,5,Manual,1.6,SUV
198,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
199,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
200,Volkswagen,Amarok,2023,Diésel,4,Automática,2.0,Pick-Up
201,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
202,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
203,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
204,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
205,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
206,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
207,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
208,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
209,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
210,Peugeot,Partner,2023,Diésel,3,Manual,1.6,Hatchback
211,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
212,Chevrolet,Onix,2023,Nafta,5,Automática,1.0,Hatchback
213,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
214,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
215,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
216,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
217,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
218,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
219,Chevrolet,S10,2023,Diésel,4,Automática,2.8,Pick-Up
220,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
221,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
222,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
223,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
224,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
225,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
226,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
227,Fiat,Pulse,2023,Nafta,5,Manual,1.3,SUV
229,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
230,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
231,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
232,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
233,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
234,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
235,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
236,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
237,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
238,Toyota,Yaris,2023,Nafta,5,Manual,1.5,Hatchback
239,Toyota,Yaris,2023,Nafta,4,Automática,1.5,Sedán
240,Toyota,Yaris,2023,Nafta,4,Automática,1.5,Sedán
241,Toyota,Yaris,2023,Nafta,4,Manual,1.5,Sedán
242,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
243,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
244,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
245,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
246,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
247,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
248,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
249,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
250,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
251,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
252,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
253,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
254,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
255,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
256,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
257,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
258,Ford,Ecosport,2023,Nafta,5,Automática,1.5,SUV
259,Renault,Kangoo,2023,Nafta,3,Manual,1.6,Furgón
260,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
262,RAM,1500,2023,Nafta,4,Automática,5.7,Pick-Up
263,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
264,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
265,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
266,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
267,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
268,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
269,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
270,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
271,Volkswagen,Amarok,2023,Diésel,4,Automática,2.0,Pick-Up
272,Toyota,SW4,2023,Diésel,5,Automática,2.8,SUV
273,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
274,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
275,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
276,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
277,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
278,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
279,Jeep,Renegade,2023,Nafta,5,Automática,1.8,SUV
280,Chevrolet,Onix plus,2023,Nafta,4,Manual,1.2,Sedán
281,Volkswagen,T-Cross,2023,Nafta,5,Automática,1.0,SUV
282,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
283,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
284,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
285,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
286,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
287,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
288,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
289,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
290,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
291,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
292,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
293,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
294,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
295,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
296,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
297,Volkswagen,Polo,2022,Nafta,5,Manual,1.6,Hatchback
298,Volkswagen,Vento,2021,Nafta,4,Automática,1.4,Sedán
299,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
300,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
301,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
302,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
303,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
304,Fiat,Toro,2023,Nafta,4,Automática,1.8,Pick-Up
305,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
307,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
308,Jeep,Compass,2023,Nafta,5,Automática,1.3,SUV
309,Peugeot,Boxer,2023,Diésel,3,Manual,2.2,Furgón
310,Peugeot,Boxer,2023,Diésel,3,Manual,2.2,Furgón
311,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
313,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
314,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
315,Toyota,Hilux,2023,Diésel,4,Automática,2.8,Pick-Up
316,Toyota,Hilux,2023,Diésel,4,Automática,2.8,Pick-Up
317,Toyota,Hilux,2023,Diésel,4,Manual,2.8,Pick-Up
318,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
319,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
320,Toyota,Hilux,2023,Diésel,4,Manual,2.8,Pick-Up
321,Toyota,Hilux,2023,Diésel,4,Manual,2.8,Pick-Up
322,Toyota,Hilux,2023,Diésel,4,Manual,2.4,Pick-Up
323,Nissan,Versa,2023,Nafta,4,Automática,1.6,Sedán
324,Nissan,Versa,2023,Nafta,4,Automática,1.6,Sedán
325,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
326,Nissan,Versa,2023,Nafta,4,Automática,1.6,Sedán
327,Nissan,Versa,2023,Nafta,4,Manual,1.6,Sedán
328,Nissan,Versa,2023,Nafta,4,Manual,1.6,Sedán
329,Nissan,Versa,2023,Nafta,4,Automática,1.6,Sedán
