,company,model,year,fuel,doors,transmisions,motor,bodywork
1030,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1031,Renault,Logan,2022,Nafta,5,Manual,1.6,Sedán
1032,Chevrolet,S-10,2021,Diésel,4,Automática,2.8,Pick-Up
1034,Fiat,Toro,2021,Diésel,4,Automática,2.0,Pick-Up
1035,Nissan,Kicks,2021,Nafta,5,Automática,1.6,Hatchback
1037,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1038,Renault,Duster Oroch,2022,Nafta,4,Manual,1.3,Pick-Up
1040,Citroën,C4,2023,Nafta/GNC,4,Automática,1.6,SUV
1041,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1044,Chevrolet,Onix,2021,Nafta,5,Automática,1.0,Hatchback
1045,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1046,Jeep,Renegade,2022,Nafta,5,Automática,1.8,SUV
1048,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1049,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1050,Peugeot,3008,2023,Diésel,5,Automática,2.0,SUV
1051,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1054,Fiat,Strada,2021,Nafta/GNC,5,Manual,1.4,Monovolumen
1056,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1057,Fiat,Pulse,2022,Nafta/GNC,5,Automática,1.0,SUV
1058,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1059,Toyota,Corolla Cross,2022,Híbrido,5,Automática,1.8,Monovolumen
1060,Renault,Logan,2021,Nafta,4,Manual,1.6,Sedán
1061,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1062,Jeep,Renegade,2023,Nafta,4,Automática,1.8,SUV
1063,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1064,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1065,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
1066,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1067,Renault,Kangoo,2022,Nafta,5,Manual,1.6,Furgón
1068,Toyota,Corolla,2022,Nafta,4,Automática,1.8,Sedán
1069,Toyota,Corolla,2021,Nafta,4,Automática,1.8,Sedán
1071,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1072,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
1073,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1074,Citroën,Berlingo,2023,Nafta,3,Manual,1.6,Furgón
1075,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
1076,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
1078,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1079,Jeep,Renegade,2021,Nafta,5,Automática,1.8,SUV
1080,Mercedes-Benz,Sprinter,2022,Diésel,2,Manual,2.1,Minivan
1081,Jeep,Compass,2023,Nafta,5,Automática,1.3,SUV
1082,Renault,Captur,2022,Nafta,5,Automática,1.6,SUV
1083,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1084,Mercedes-Benz,Sprinter,2022,Diésel,4,Manual,2.1,Furgón
1085,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
1086,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1087,Volkswagen,Nivus,2022,Nafta,5,Manual,1.0,SUV
1088,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1089,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1090,Chevrolet,Cruze II,2021,Nafta,4,Automática,1.4,Sedán
1091,Renault,Duster Oroch,2021,Nafta,4,Manual,1.6,SUV
1093,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1094,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1095,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1096,DFSK,C31,2022,Nafta,2,Manual,1.5,Pick-Up
1097,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1098,Renault,Duster,2022,Nafta,5,Automática,1.3,Sedán
1099,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
1100,Volkswagen,T-Cross,2022,Nafta,5,Automática,1.0,SUV
1101,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Monovolumen
1102,Ford,Ranger,2022,Diésel,4,Manual,3.2,Pick-Up
1103,Nissan,Sentra,2021,Nafta,4,Automática,2.0,Sedán
1104,DFSK,C32,2022,Nafta,2,Manual,1.5,Pick-Up
1106,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1107,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1108,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1109,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1110,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
1111,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
1112,Renault,Master,2021,Diésel,4,Manual,2.3,Monovolumen
1113,Renault,Kangoo,2021,Diésel,3,Manual,1.5,Furgón
1114,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
1115,Volkswagen,T-Cross,2021,Nafta,5,Manual,1.6,SUV
1116,Fiat,Cronos,2021,Nafta,4,Automática,1.8,Sedán
1117,Volkswagen,T-Cross,2021,Nafta,5,Automática,1.0,SUV
1118,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1120,Toyota,Yaris,2021,Nafta,5,Manual,1.5,Hatchback
1121,Renault,ALASKAN,2021,Diésel,4,Automática,2.3,Pick-Up
1122,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
1123,Chevrolet,Cruze,2022,Nafta,5,Automática,1.4,Hatchback
1125,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
1127,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1128,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
1129,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Furgón
1130,Renault,Oroch,2022,Nafta,4,Manual,1.3,SUV
1131,Toyota,Etios,2022,Nafta,5,Automática,1.5,Hatchback
1134,Citroën,Berlingo,2022,Diésel,3,Manual,1.6,Furgón
1135,Nissan,Versa,2021,Nafta,4,Automática,1.6,Sedán
1136,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1137,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
1138,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
1139,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1140,Ford,Territory,2022,Nafta,5,Automática,1.5,SUV
1141,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
1142,Citroën,Jumpy,2022,Diésel,3,Manual,1.6,Furgón
1143,Volkswagen,T-Cross,2022,Nafta,5,Automática,1.6,SUV
1144,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1145,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1146,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1147,Toyota,Yaris,2022,Nafta,5,Automática,1.5,Hatchback
1148,Peugeot,Partner Patagónica,2022,Diésel,4,Manual,1.6,Monovolumen
1149,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1151,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1153,Jeep,Compass,2021,Nafta,5,Automática,2.4,SUV
1154,Nissan,Kicks,2021,Nafta,5,Automática,1.6,Hatchback
1156,Citroën,Berlingo,2023,Nafta,3,Manual,1.6,Furgón
1157,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1158,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1159,Volkswagen,Polo,2020,Nafta,5,Manual,1.6,Hatchback
1160,Citroën,C3,2022,Nafta,5,Manual,1.6,Hatchback
1161,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up
1162,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
1163,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up
1164,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
1165,Nissan,Versa,2021,Nafta,4,Automática,1.6,Sedán
1166,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
1167,Chevrolet,Onix,2021,Nafta,5,Automática,1.0,Hatchback
1168,Volkswagen,T-Cross,2021,Nafta,5,Automática,1.0,SUV
1169,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
1170,Fiat,Pulse,2023,Nafta,5,Automática,1.0,SUV
1171,Renault,ALASKAN,2021,Diésel,4,Automática,2.3,Pick-Up
1172,Citroën,Berlingo,2023,Diésel,3,Manual,1.6,Furgón
1173,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
1174,Toyota,Yaris,2021,Nafta,5,Automática,1.5,Hatchback
1175,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1176,Volkswagen,T-Cross,2022,Nafta,5,Manual,1.6,SUV
1177,Citroën,Berlingo,2023,Nafta,3,Manual,1.6,Furgón
1178,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1180,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Furgón
1181,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
1182,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
1184,Nissan,Versa,2022,Nafta,4,Automática,1.6,Sedán
1185,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán
1187,Renault,Duster Oroch,2022,Nafta,4,Manual,2.0,Pick-Up
1188,Jeep,Renegade,2021,Nafta,5,Manual,1.8,SUV
1189,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1190,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Monovolumen
1191,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1192,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1193,Toyota,Hilux,2023,Diésel,4,Automática,2.8,Pick-Up
1194,Baic,X25,2021,Nafta,5,Manual,1.5,SUV
1195,Nissan,Versa,2023,Nafta,4,Automática,1.6,Sedán
1198,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up
1200,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1201,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1202,Nissan,Kicks,2022,Nafta,5,Automática,1.6,Hatchback
1203,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1204,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1206,Renault,Sandero Stepway,2021,Nafta,5,Manual,1.6,Hatchback
1207,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
1208,RAM,1500,2021,Nafta,4,Automática,5.7,Pick-Up
1209,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
1211,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
1212,Renault,"kangoo confort 1,6",2022,Nafta,6,Manual,1.6,Furgón
1215,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up
1216,Toyota,Etios,2023,Nafta,5,Manual,1.5,Hatchback
1217,Renault,Kangoo,2022,Nafta,4,Manual,1.5,Furgón
1219,Fiat,Toro,2021,Diésel,4,Manual,2.0,Pick-Up
1220,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
1221,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Monovolumen
1222,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1223,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
1224,Peugeot,Expert,2022,Diésel,3,Manual,1.6,Furgón
1225,Toyota,SW4,2023,Diésel,5,Automática,2.8,SUV
1226,Renault,Kangoo,2022,Nafta,4,Manual,1.6,Monovolumen
1227,Toyota,Hiace,2022,Diésel,4,Automática,2.8,Furgón
1228,DS,DS4,2023,Nafta,5,Automática,1.6,Hatchback
1229,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1230,Volkswagen,Taos,2021,Nafta,5,Automática,1.4,SUV
1231,Toyota,Hilux,2022,Diésel,4,Manual,2.4,Pick-Up
1232,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1233,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1234,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1235,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1236,Fiat,Mobi,2022,Nafta,5,Manual,1.0,Hatchback
1237,Chevrolet,Spin,2022,Nafta,5,Manual,1.8,Monovolumen
1238,Peugeot,3008,2023,Diésel,5,Automática,2.0,SUV
1239,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1240,Renault,Logan,2020,Nafta,4,Manual,1.6,Sedán
1241,Toyota,Corolla,2022,Híbrido/Nafta,4,Automática,1.8,Sedán
1242,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1243,Renault,Logan,2021,Nafta,4,Manual,1.6,Sedán
1245,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1246,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
1247,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1248,Citroën,C5 Aircross,2022,Nafta,5,Automática,1.6,SUV
1249,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1250,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
1251,Citroën,C3,2022,Nafta,5,Manual,1.6,Hatchback
1252,Nissan,Sentra,2021,Nafta,4,Manual,2.0,Sedán
1253,Volkswagen,Polo,2022,Nafta,5,Manual,1.6,Hatchback
1254,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1255,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
1256,Nissan,Versa,2021,Nafta,4,Automática,1.6,Sedán
1257,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1258,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
1259,Volkswagen,T-Cross,2023,Nafta,5,Manual,1.6,SUV
1260,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1261,Citroën,C4 Cactus,2022,Nafta,5,Automática,1.6,SUV
1262,Toyota,Corolla,2023,Híbrido/Nafta,4,Automática,1.8,Sedán
1263,Volkswagen,T-Cross,2021,Nafta,5,Manual,1.6,SUV
1264,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1265,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
1267,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1268,Chevrolet,S10,2021,Diésel,4,Manual,2.8,Pick-Up
1269,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1270,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1271,Fiat,Argo,2022,Nafta,5,Manual,1.8,Hatchback
1272,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1273,Chevrolet,Onix plus,2022,Nafta,4,Manual,1.2,Sedán
1274,Citroën,Berlingo,2023,Diésel,3,Manual,1.6,Furgón
1275,Chevrolet,Tracker,2021,Nafta,5,Automática,1.2,SUV
1276,Ford,Ranger,2022,Nafta,4,Manual,2.5,Pick-Up
1277,Ford,Ecosport,2022,Nafta,5,Manual,1.5,SUV
1278,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1279,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1280,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Furgón
1281,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1282,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1283,Fiat,Fiorino,2022,Nafta,3,Manual,1.4,Furgón
1284,Volkswagen,Polo,2020,Nafta,5,Manual,1.6,Hatchback
1285,Nissan,New Versa,2020,Nafta,4,Automática,1.6,Sedán
1286,Renault,Sandero Stepway,2021,Nafta,5,Manual,1.6,Hatchback
1288,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1289,Nissan,Sentra,2021,Nafta,4,Automática,2.0,Sedán
1290,Fiat,Fiorino,2022,Nafta,3,Manual,1.4,Furgón
1293,Fiat,Mobi,2022,Nafta,5,Manual,1.0,Hatchback
1294,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1295,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1296,Renault,ALASKAN,2022,Diésel,4,Automática,2.3,Pick-Up
1297,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1299,Toyota,Etios,2022,Nafta,5,Automática,1.5,Hatchback
1300,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV
1301,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
1302,Toyota,Hilux,2022,Diésel,4,Manual,2.8,Pick-Up
1303,Kia,Rio,2022,Nafta,5,Automática,1.6,Hatchback
1304,Chevrolet,Cruze,2022,Nafta,4,Manual,1.4,Sedán
1305,Renault,Oroch,2022,Nafta,4,Manual,1.3,SUV
1306,Fiat,Ducato,2022,Diésel,4,Manual,1.4,Furgón
1307,Toyota,Etios,2022,Nafta,5,Automática,1.5,Hatchback
1308,Nissan,Kicks,2021,Nafta,5,Automática,1.6,Hatchback
1309,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1310,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1311,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1312,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1313,Toyota,Yaris,2023,Nafta,4,Automática,1.5,Sedán
1314,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up
1315,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1316,Toyota,Yaris,2021,Nafta,4,Automática,1.5,Sedán
1317,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1318,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1319,Toyota,Yaris,2021,Nafta,5,Automática,1.5,Hatchback
1320,Toyota,Corolla,2022,Nafta,4,Automática,1.8,Sedán
1321,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1322,Toyota,Yaris,2022,Nafta,4,Automática,1.5,Sedán
1323,Chevrolet,Onix,2022,Nafta,5,Manual,1.0,Hatchback
1324,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1325,Renault,ALASKAN,2021,Diésel,4,Automática,2.3,Pick-Up
1326,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
1327,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1328,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
1329,Fiat,Strada,2022,Nafta,3,Manual,1.3,Pick-Up
1330,Fiat,Toro,2021,Diésel,4,Automática,2.0,Pick-Up
1331,Peugeot,208,2022,Nafta,5,Manual,1.2,Hatchback
1332,Kia,Cerato,2022,Nafta,4,Automática,2.0,Sedán
1334,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1335,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1337,Renault,Captur,2021,Nafta,5,Automática,1.6,SUV
1338,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1339,Chevrolet,Cruze II,2021,Nafta,5,Manual,1.4,Hatchback
1340,Chevrolet,Equinox,2022,Nafta,5,Automática,1.5,SUV
1342,Renault,Sandero Stepway,2023,Nafta,5,Manual,1.6,Hatchback
1343,Citroën,Berlingo,2022,Nafta,3,Manual,1.4,Furgón
1344,Citroën,C5 Aircross,2023,Nafta,5,Automática,1.6,SUV
1345,Citroën,C5 Aircross,2021,Nafta,5,Automática,1.6,SUV
1346,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1347,Fiat,Strada,2022,Nafta,3,Manual,1.4,Pick-Up
1348,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1349,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1351,Ford,Bronco,2022,Nafta,5,Automática,1.5,SUV
1352,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1355,Toyota,Hilux,2022,Diésel,4,Manual,2.8,Pick-Up
1356,Ds3,Crossback,2021,Nafta,5,Automática,1.2,Hatchback
1358,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1359,Volkswagen,Tiguan Allspace,2022,Nafta,5,Automática,2.0,SUV
1360,Fiat,Strada,2021,Nafta,3,Manual,1.3,Pick-Up
1361,Ford,Transit,2022,Diésel,2,Manual,2.2,Furgón
1362,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1363,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1364,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1365,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1366,Toyota,Hilux,2022,Diésel,4,Manual,2.4,Pick-Up
1367,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
1368,Fiat,Toro,2021,Nafta,4,Automática,1.8,Pick-Up
1369,Volkswagen,Vento,2021,Nafta,4,Automática,1.4,Sedán
1370,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1371,Fiat,Mobi,2022,Nafta,5,Manual,1.0,Hatchback
1372,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
1374,Ford,Ranger,2022,Diésel,4,Automática,2.2,Pick-Up
1375,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1378,Toyota,Hilux,2022,Diésel,4,Manual,2.8,Pick-Up
1379,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1380,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
1381,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1382,Chevrolet,Spin,2022,Nafta,5,Manual,1.8,Monovolumen
1383,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1384,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
1385,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
